geneID,A375_8day_rep1,A375_8day_rep2,A375_8day_rep3,A375_0day_rep1,A375_0day_rep2,A375_0day_rep3,WM88_8day_rep1,WM88_8day_rep2,WM88_8day_rep3,WM88_0day_rep1,WM88_0day_rep2,WM88_0day_rep3,SKMEL5_8day_rep1,SKMEL5_8day_rep2,SKMEL5_8day_rep3,SKMEL5_0day_rep1,SKMEL5_0day_rep2,SKMEL5_0day_rep3,SKMEL28_8day_rep1,SKMEL28_8day_rep2,SKMEL28_8day_rep3,SKMEL28_0day_rep1,SKMEL28_0day_rep2,SKMEL28_0day_rep3
SRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SS18,4301,3030,3010,5205,3038,5029,2664,3644,1845,3096,3108,3034,3268,3297,4800,2867,4474,4349,2264,1952,1643,2500,1141,3423
SS18L1,2602,1956,1969,2642,1536,2809,6953,10482,12946,3756,4132,4494,4482,4321,5768,2002,2730,2407,9803,10520,10480,5542,6567,7250
SS18L2,1400,968,1045,1782,985,1507,1026,1262,479,1183,995,881,474,462,612,463,545,505,422,291,323,812,413,813
SSB,1993,1830,1797,3814,2635,5191,1108,4239,2060,6139,8554,8162,1628,1672,2448,3180,5636,4785,2448,2323,1652,7171,4103,13548
SSBP1,8876,6112,6521,14750,8406,12852,8858,10474,2860,9410,7348,6940,6777,6462,8626,9581,11504,11015,2113,1528,1461,6913,2517,5826
SSBP2,1981,1483,1555,1072,452,560,285,354,192,470,383,368,271,311,416,140,333,312,668,526,516,202,159,260
SSBP3,3147,2345,2400,2232,1240,2124,1630,2007,660,1262,1034,1069,2150,2053,2345,898,1769,1825,2943,2259,2571,2495,1223,2231
SSBP3-AS1,75,46,51,40,19,33,16,38,19,12,30,34,43,55,76,9,29,30,63,72,103,33,39,34
SSBP4,8286,6405,6764,8679,6086,9946,3292,4030,2241,4203,3603,3310,3639,3683,5140,4262,7831,8900,3695,3120,4030,3409,935,3378
SSC4D,49,26,37,69,37,70,72,92,47,31,33,29,167,159,195,131,186,192,17,16,16,34,37,22
SSC5D,1294,1183,1194,345,123,197,22,32,22,7,17,12,47,55,48,28,73,90,10,8,5,7,15,20
SSH1,19696,14496,15249,20613,7885,11524,9675,12290,10631,12265,11987,11693,22261,21249,38947,10998,22958,25143,18299,17227,19130,22214,26005,27475
SSH2,3581,2738,3006,2498,1626,2461,837,1234,1350,1465,1673,1597,1224,1100,1795,775,981,1015,1621,1493,1500,1991,2601,3245
SSH3,2184,1748,1551,1976,886,1528,1030,1124,1168,1374,1112,1142,1106,1131,1500,1070,1550,1597,1532,1366,1647,1156,1014,1137
SSMEM1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,0,2,1,3,0,4,1,1,0
SSNA1,5827,4006,4379,6961,3906,6033,2930,3381,1697,3232,2117,2209,3084,2886,3514,2876,4083,4953,2289,1558,2078,3358,1518,2518
SSPN,7,10,7,3,2,6,6,28,17,11,22,15,19,15,25,14,10,12,317,410,241,138,245,186
SSPOP,97,74,68,11,2,4,13,11,15,2,21,8,44,40,44,20,62,66,88,133,138,2,61,3
SSR1,7169,5526,5410,6846,4444,7082,7013,9077,7800,8483,8491,8105,13532,13509,19413,16973,25645,21740,5308,4890,3618,8977,8221,12823
SSR2,32314,23493,24703,22351,13679,21056,19434,21853,25189,16310,13605,12532,8619,9476,10669,7322,9202,9532,6781,5439,5489,8159,7088,8348
SSR3,10046,7269,6897,7330,5783,9607,10009,11812,9135,13248,11631,11466,7165,7057,9687,7697,9392,8858,7841,6189,5183,16316,8122,21899
SSR4,12612,9315,9689,6805,2995,4337,7514,8486,8668,9370,7293,6532,8725,8586,8756,4582,5220,6483,8458,6365,7543,9164,7918,6848
SSR4P1,169,147,164,89,68,92,179,209,204,157,139,110,146,128,165,134,215,286,243,275,273,83,39,87
SSRP1,34702,24698,27536,51152,34966,55411,23774,27959,7539,20403,15677,15615,11349,10833,17631,17849,21751,23924,4834,3819,4196,12168,1580,12884
SST,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SSTR1,3,8,4,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,1,0,0,0,0,0
SSTR2,35,36,32,63,41,91,18,33,20,11,11,20,18,19,39,8,25,12,25,33,23,13,22,11
SSTR3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0
SSTR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0
SSTR5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,63,88,0,0,0,0,0,0
SSTR5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
SSU72,8579,6124,6659,9104,5516,8337,7792,9261,3384,7257,5473,5353,5627,5350,6840,5479,7352,8198,10166,7636,8897,11253,5315,9259
SSUH2,3580,2934,3536,1397,362,514,33,48,0,4,0,3,37,23,66,20,45,47,9,9,11,10,33,2
SSX1,25,17,11,8,6,10,22,27,4,48,39,42,47,45,50,81,63,60,85,58,93,16,12,5
SSX2,85,91,72,102,70,160,1,0,0,0,0,1,0,2,1,0,4,1,1,1,3,1,0,0
SSX2B,34,25,36,68,29,69,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SSX2IP,1449,1437,1368,1367,937,1696,364,905,506,1035,1457,1542,421,453,608,958,1719,1636,488,449,397,1113,320,2617
SSX3,0,3,7,4,2,4,1,0,0,0,0,2,2,1,2,7,3,2,50,50,55,0,0,0
SSX4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,4,0,0,0
SSX4B,8,1,0,0,0,3,0,0,0,0,0,0,0,0,2,2,1,4,0,0,0,0,0,0
SSX5,1,1,0,1,1,0,2,1,0,0,1,0,167,127,220,176,266,317,284,208,266,0,2,3
SSX6P,6,4,4,8,0,2,1,3,4,0,1,1,0,0,0,0,0,3,10,6,1,0,4,6
SSX7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SSX8P,4,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,0
SSX9P,0,2,0,0,0,1,0,0,0,0,0,0,14,34,32,26,56,46,0,0,1,0,0,0
ST13,27385,19776,19830,22465,12937,19406,34229,41597,13081,32710,29500,28820,20595,19041,25633,15101,19235,17574,27080,19858,19211,26381,17074,29429
ST13P4,81,59,55,51,37,54,79,135,38,96,94,86,53,34,70,32,73,90,112,78,78,101,70,96
ST14,14,6,8,0,3,0,2,1,2,0,0,0,0,2,0,16,10,13,0,0,0,1,0,0
ST18,14,2,2,0,2,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,0
ST20,36,25,21,48,30,35,73,81,52,63,63,45,21,47,35,18,33,21,38,57,50,44,18,39
ST20-AS1,420,304,315,165,103,129,411,526,354,313,250,300,562,596,729,328,308,288,660,601,647,358,227,266
ST20-MTHFS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST3GAL1,4742,3598,3670,7249,3049,3776,2018,2633,1568,1252,966,962,2244,2247,2940,2662,2657,2302,3527,3106,3252,3015,5882,3497
ST3GAL2,4061,2843,3142,5716,3110,4426,3140,3822,2460,3401,3097,2959,5080,4786,7039,3968,5878,6286,2834,2564,2963,4227,2963,4314
ST3GAL3,1292,981,1079,1519,714,1135,546,696,1131,821,624,721,806,815,1085,580,1027,1132,1842,1549,1679,1146,1383,1553
ST3GAL3-AS1,2,11,0,1,1,12,5,6,6,2,0,0,5,3,8,2,5,3,6,5,5,4,8,2
ST3GAL4,16455,12015,11521,15694,7762,11028,15611,19222,19043,13358,9775,9737,18718,17889,22029,14659,14944,16854,12476,9434,10782,14757,7537,13548
ST3GAL5,325,236,226,1804,774,794,1111,1295,3345,3633,3428,3176,2029,1837,2337,2531,3667,3426,2939,2566,2535,4432,3095,4719
ST3GAL5-AS1,3,7,9,22,4,3,2,4,8,21,5,17,17,27,28,41,48,41,33,61,22,29,32,42
ST3GAL6,377,269,513,386,184,337,1623,1879,7424,5307,5653,5393,4908,4691,6639,10965,9940,7058,1315,1139,884,1291,819,1903
ST3GAL6-AS1,62,47,60,38,17,30,231,285,220,296,276,302,266,302,406,197,241,230,94,62,46,40,24,74
ST6GAL1,8693,6653,7880,8859,3020,3665,4152,4763,7878,12080,12069,13145,6974,6422,9428,17839,15362,13661,16875,14488,15039,15778,19591,21331
ST6GAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1
ST6GALNAC1,1,1,0,0,1,0,368,423,300,61,31,27,8,9,16,7,5,5,4,12,13,10,34,6
ST6GALNAC2,414,341,328,67,28,82,8211,9874,15245,6285,4720,5450,10070,10346,11420,3563,3697,3487,9251,8074,9111,2046,1988,2361
ST6GALNAC3,1348,1102,950,400,231,440,937,1349,2669,618,776,787,1834,1841,2713,964,1102,995,567,529,393,665,424,655
ST6GALNAC4,824,571,618,476,313,559,482,637,653,427,374,343,53,46,89,292,409,577,151,105,157,239,186,242
ST6GALNAC4-ST6GALNAC6-AK1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,2,0
ST6GALNAC5,127,73,65,57,66,135,0,0,0,0,0,0,41,25,48,135,127,119,2,0,0,1,2,0
ST6GALNAC6,1,1,5,0,1,5,0,0,3,4,0,0,1,0,0,0,0,0,2,2,1,0,4,0
ST7,429,266,273,685,376,605,2211,2748,3614,1094,1042,1009,3216,3093,4436,2509,2483,2306,1224,1149,1099,1273,842,1461
ST7-AS1,54,40,53,45,16,24,76,78,87,37,58,51,92,78,109,61,78,100,118,102,134,36,4,21
ST7-AS2,0,0,1,1,2,2,11,15,26,0,4,4,11,9,15,1,3,3,7,5,5,2,6,15
ST7-OT3,0,0,0,2,0,0,3,11,5,0,8,3,11,6,6,1,1,4,0,1,1,0,0,3
ST7-OT4,5,6,6,7,9,8,11,2,7,3,8,3,19,19,28,22,43,33,10,10,14,2,3,22
ST7L,1082,718,755,934,621,988,566,673,690,438,510,477,860,765,1013,698,887,893,1019,926,903,905,305,1242
ST8SIA1,980,766,1150,174,52,98,504,711,1211,1732,1872,1677,331,364,618,1534,1850,1946,1250,1043,1042,5481,5942,7142
ST8SIA2,0,0,0,0,0,0,2,2,4,0,3,0,0,0,0,0,0,0,115,102,81,152,55,203
ST8SIA3,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ST8SIA4,467,394,387,496,278,518,43,141,123,33,47,22,164,108,337,144,360,443,229,179,144,461,1324,898
ST8SIA5,631,459,969,1391,284,150,55,33,43,1,3,4,35,34,47,6,7,12,20,15,18,10,6,0
ST8SIA5-DT,48,42,95,116,23,39,32,36,44,13,22,18,29,18,49,21,13,17,16,23,17,9,12,15
ST8SIA6,60,52,26,0,7,0,61,83,468,62,65,87,662,626,780,244,336,322,3213,3299,2862,379,869,582
ST8SIA6-AS1,1,1,0,0,4,0,0,2,4,6,0,5,2,5,3,5,0,5,51,44,45,13,31,10
STAB1,0,7,6,8,5,1,0,1,2,0,0,1,14,14,16,2,15,8,6,2,2,1,0,0
STAB2,11,11,11,17,27,53,77,98,296,109,161,150,103,111,214,104,112,98,403,380,378,170,181,251
STAC,352,260,209,694,552,916,5,13,2,0,2,2,15,26,35,1,24,18,416,316,362,383,227,432
STAC2,36,12,32,34,32,75,87,89,27,5,7,5,1,0,1,0,1,5,31,30,32,17,49,20
STAC3,266,200,219,164,93,129,39,78,44,12,11,15,71,116,170,20,38,74,103,59,108,22,73,23
STAG1,2459,2195,2247,4022,3053,5587,1393,2782,1109,2260,2635,2779,2232,2068,2925,1849,3693,3540,1725,1710,1275,2287,2808,4004
STAG2,1936,2226,2613,3408,2452,4998,1818,4347,2364,3841,6279,6503,2673,2903,3802,2688,5094,4617,2192,2346,1911,2510,4078,6831
STAG2-AS1,0,8,3,10,6,16,7,27,12,4,7,10,2,10,7,1,8,5,4,4,2,16,0,12
STAG3,173,143,142,138,82,143,105,179,200,76,59,106,732,748,1305,938,1415,1289,165,161,185,69,86,95
STAG3L1,192,137,173,189,124,195,190,230,150,125,99,123,707,784,952,404,720,800,289,248,307,177,221,205
STAG3L2,1307,1048,1121,1134,699,1127,994,1138,1123,824,849,716,2749,2870,3966,1771,2819,2942,824,732,860,669,673,730
STAG3L3,1103,802,998,897,676,1029,796,1104,879,734,691,656,1851,1921,2607,1158,1815,1874,376,346,456,304,408,366
STAG3L4,877,689,692,938,519,972,730,989,921,1184,1043,1009,1832,1852,2674,1363,1793,2019,578,483,529,403,419,515
STAG3L5P,8,26,19,19,14,14,19,16,24,8,25,14,70,60,101,108,105,77,12,8,16,23,15,23
STAG3L5P-PVRIG2P-PILRB,926,800,978,579,403,746,558,820,1518,627,685,584,4254,4359,6636,3842,4221,3576,1420,1350,1675,903,996,1224
STAM,1583,1212,1245,1423,1063,1588,2424,3266,1324,2120,2455,2288,1115,941,1379,708,1086,990,2730,2271,2027,2927,1263,3602
STAM-DT,55,48,49,28,24,64,51,62,68,43,42,44,33,50,95,49,67,63,77,77,56,56,62,82
STAM2,1149,1021,982,1076,556,1009,1528,2927,1325,2062,2586,2475,1005,932,1279,751,1340,1208,748,720,493,865,703,1501
STAMBP,3911,2908,3157,3255,1838,2796,2245,2951,1268,2053,1892,1757,2170,2301,3024,1724,2490,2516,2867,2482,2237,3429,2396,3625
STAMBPL1,499,443,487,1882,1009,1591,514,623,208,534,562,475,168,161,314,597,625,661,237,238,175,702,231,733
STAP1,3,2,0,0,2,3,0,0,0,0,0,0,1,2,1,0,0,0,1,0,2,0,0,0
STAP2,607,466,455,295,157,262,4,4,0,1,0,1,268,261,384,271,399,383,458,369,466,373,528,304
STAR,3,6,5,11,3,7,4,10,0,3,15,3,5,3,1,6,2,3,27,29,32,9,37,13
STARD10,816,542,595,488,263,345,1105,1202,1009,839,601,716,3528,3284,4549,1997,2199,2366,3680,2910,3291,1778,1687,1293
STARD13,23666,19404,17998,5280,2992,4639,2713,4445,1708,1838,2299,1858,3398,3553,5488,2305,3336,2695,3546,3359,2869,1084,2007,1801
STARD13-AS,36,54,29,7,4,11,5,10,1,2,1,6,3,4,5,0,4,1,6,7,1,0,3,4
STARD3,6961,5303,5296,3402,2074,3382,4858,5865,5703,3684,3049,2863,2326,2434,3135,1854,2465,2873,3804,3229,3805,3291,3293,2864
STARD3NL,2340,1684,1573,2971,1599,2387,2834,3138,2311,2529,2021,1847,2147,2014,2712,2044,2721,2572,2349,1780,1814,3934,2126,4236
STARD4,111,95,96,192,86,211,330,480,654,409,1131,964,740,719,1159,926,1300,968,385,354,244,490,808,1075
STARD4-AS1,1846,1892,2830,402,200,357,32,90,193,51,100,88,438,481,635,205,512,340,431,536,443,156,579,297
STARD5,42,31,15,27,16,21,254,292,472,110,121,105,61,50,88,74,91,101,208,210,238,193,118,126
STARD6,5,10,2,7,4,12,5,3,0,3,6,3,1,5,2,0,5,3,4,0,2,4,2,1
STARD7,7356,5235,5722,7870,4807,7380,13810,15267,6557,9443,8032,8271,7969,7478,11827,7831,9022,8646,6684,5318,5509,11800,3654,12575
STARD7-AS1,218,173,190,135,63,94,198,240,168,99,97,112,196,191,307,173,179,155,241,224,197,249,195,243
STARD8,97,74,84,304,248,596,3,3,2,0,2,4,384,424,841,611,1185,1380,4,9,9,24,15,33
STARD9,2090,1754,2135,907,732,1280,1432,2149,1928,1020,1162,1016,1341,1556,2388,705,1423,1351,3457,3579,3869,1062,1684,1975
STAT1,6528,4612,4460,5606,3342,5448,6248,10056,4038,8531,8725,8979,4156,3997,5562,3855,6467,6105,20899,17138,13836,19821,19184,24549
STAT2,7612,5782,6565,3150,1490,2227,3554,4515,4529,3263,3374,3256,8651,8998,11621,2727,4292,3776,7065,5997,6958,3727,4728,3871
STAT3,18349,13677,14444,12853,5110,7314,15685,19863,10310,17670,16672,18090,11730,10786,16173,10720,16330,15353,5816,4788,5362,4208,3338,4474
STAT4,112,64,60,24,22,55,123,164,44,50,64,46,71,54,88,20,30,35,78,53,89,76,36,95
STAT4-AS1,0,3,0,0,0,0,1,1,3,0,0,0,0,1,0,1,1,0,1,0,0,0,3,0
STAT5A,3636,2634,3097,2603,1295,2073,7,21,11,16,22,13,209,179,169,92,104,100,2107,1766,2123,2035,2452,1942
STAT5B,5443,3868,4169,4499,2606,3986,3942,4633,3195,3135,2875,3060,5084,5346,6876,3758,4778,4450,3450,3219,3430,2207,2166,2763
STAT6,12093,9086,10092,5947,3045,5183,4810,5794,4020,4336,4160,4081,16583,16694,22386,6683,9330,9576,6249,5176,6312,4948,4372,4882
STATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAU1,16573,11901,11795,21437,14307,20907,9431,11231,3745,10123,9263,9471,7615,7201,10191,6569,9770,9130,16882,12817,12662,18892,12334,22875
STAU2,2273,1705,1547,1887,1325,2409,927,1443,717,1084,1284,1317,767,675,1023,1218,1754,1312,838,680,518,785,687,1399
STAU2-AS1,3,4,2,1,4,7,9,2,5,3,7,1,0,1,0,5,5,8,0,1,0,2,6,8
STBD1,67,71,85,46,32,39,70,81,79,58,57,43,13,5,10,20,13,30,75,72,53,116,138,177
STC1,116,59,63,2967,422,169,26,31,32,71,49,33,2,1,1,35,629,1079,91,56,45,316,32,152
STC2,2879,1964,1708,501,954,1875,20,28,3,0,0,0,1,2,1,0,0,1,39,20,31,35,37,59
STEAP1,131,66,89,150,80,122,664,783,911,758,654,631,660,662,871,1446,1366,1134,190,150,141,754,258,865
STEAP1B,1949,1378,1284,1461,851,1329,1480,1796,1652,1539,1544,1416,2661,2579,3358,2629,3493,3235,740,629,552,2877,1071,3367
STEAP1B-AS1,9,2,4,0,9,22,16,11,1,10,10,3,49,53,84,40,80,78,1,2,0,4,2,8
STEAP2,38,43,26,22,20,34,6,14,11,5,1,5,51,62,113,162,370,283,22,23,23,4,4,12
STEAP2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
STEAP3,1193,864,666,436,325,622,2374,3186,2498,3027,2593,2181,470,496,776,1387,2527,2845,100,68,94,221,50,261
STEAP3-AS1,17,13,12,5,4,4,18,14,15,21,30,18,10,2,14,19,34,27,19,20,20,2,9,9
STEAP4,20,17,12,0,3,2,5,4,6,0,2,0,2,1,1,1,2,3,1,1,2,0,4,2
STEEP1,2250,1563,1766,2486,1427,2176,2622,2904,949,2496,2031,1829,1436,1398,1797,1165,1246,1318,1125,739,912,1212,826,1140
STH,0,0,0,0,0,0,0,7,12,0,3,4,9,9,7,0,5,1,5,4,10,1,1,6
STIL,995,695,667,2623,2035,3556,784,1321,511,1322,1337,1387,576,593,971,1143,2052,1919,182,135,112,1860,1127,3613
STIM1,3370,2608,2524,1273,859,1363,5737,7174,5427,3447,2953,2875,3076,3082,4273,2762,3855,4207,5975,5681,6046,4509,3217,5052
STIM1-AS1,3,8,9,4,3,3,7,8,8,9,4,2,6,4,2,30,18,9,11,17,18,9,26,16
STIM2,1642,1331,1346,2106,1208,1803,425,865,830,1019,1247,1195,726,699,769,706,1130,1019,505,617,449,936,686,1777
STIM2-AS1,17,12,4,8,7,6,1,6,4,1,4,4,5,5,6,10,7,13,8,4,2,3,6,2
STIMATE,3142,2163,2267,1860,1149,1710,1934,2202,1842,1816,1465,1451,1153,1318,1575,764,1032,1078,2607,2430,2590,1331,1280,1399
STIMATE-MUSTN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STING1,3953,2732,3062,1797,1048,1694,218,336,580,440,330,314,469,579,600,346,893,694,523,405,519,745,309,791
STIP1,28407,20896,20462,51166,31635,46727,23962,28395,9848,27434,21751,21167,11886,10965,16451,17507,19250,21579,9324,7078,7818,26222,6028,24501
STK10,5339,3740,3702,8525,5767,8961,3197,4240,2402,4641,4564,4431,3617,3345,5764,5739,6928,7688,4793,4191,4863,13548,7857,15244
STK11,4671,3261,3356,3516,2278,3316,3644,4680,2343,2783,2129,2213,5526,5245,6876,4760,6864,7385,4189,3494,4176,3110,2573,3079
STK11IP,3945,3131,3847,3660,1964,3057,4056,4695,3515,2963,2634,2481,3602,3594,4750,2421,3746,4241,5202,4654,5888,4228,4547,4532
STK16,1993,1515,1534,1395,682,1319,2258,2525,1539,1614,1340,1314,2375,2366,3389,1478,1935,2293,2265,1722,2097,1721,1126,1422
STK17A,903,598,577,4265,2166,3016,634,962,215,919,860,812,362,350,463,585,2066,1978,571,475,460,3762,1880,4214
STK17B,278,158,159,637,395,683,707,1026,242,632,659,707,154,149,239,144,376,267,565,523,358,2827,1938,4684
STK19,1062,785,866,840,363,619,920,1056,821,672,557,490,719,756,952,316,449,555,546,488,567,357,406,306
STK24,3718,2726,3046,7428,4612,6429,4371,5469,2574,5227,4944,5104,3866,3493,5335,4078,4745,5150,3083,2234,2708,3045,2024,3314
STK24-AS1,43,48,40,53,28,64,31,34,24,27,33,11,82,92,93,45,75,84,24,21,8,8,14,19
STK25,5377,3927,4459,5415,3182,5170,6011,7321,3652,4977,3731,3625,5193,5116,7127,2962,3911,4472,10515,8750,10593,12524,6265,11320
STK26,919,630,754,1234,735,1517,1594,2582,860,1394,1802,1630,332,299,504,938,1430,1182,314,309,225,820,531,1340
STK3,1500,1162,1043,1904,1720,3638,536,1060,350,982,1227,1268,552,574,786,658,1092,974,920,876,531,1224,976,2071
STK31,37,34,34,7,1,8,0,0,0,0,0,0,20,15,21,2,2,4,0,0,0,0,1,0
STK32A,189,134,213,16,7,9,1534,2078,6404,3896,4689,4821,6947,6510,8143,2140,1489,1002,11958,11544,10161,1251,3813,1988
STK32A-AS1,34,40,38,0,1,3,175,264,307,268,278,311,735,673,921,407,289,252,594,529,461,103,240,146
STK32B,2536,1760,1920,8258,3289,4456,1536,1716,1,1060,813,828,274,262,442,424,919,1094,762,675,654,2307,971,2706
STK32C,1470,1067,1218,1158,967,1729,1331,1632,583,888,628,692,634,593,1009,470,818,941,1343,1177,1373,1135,467,1202
STK33,1,6,9,0,0,3,0,0,1,3,11,0,0,5,0,1,1,2,5,0,0,5,6,6
STK35,2191,1614,1586,3542,2259,3697,3026,3875,2485,3253,2951,3042,2326,2079,3679,1997,2888,2963,4913,4889,5203,3844,5639,4156
STK36,3466,2955,3672,1693,979,1481,2496,2912,3161,1802,1723,1348,2068,2032,3404,1504,2114,2152,4179,4046,4713,1987,1636,2334
STK38,2880,2048,2165,1493,921,1650,2573,3426,1972,3061,2919,2906,2277,2208,3396,1471,2086,2104,2063,1861,1610,1715,1434,2127
STK38L,1473,1215,1233,1358,820,1366,1111,1788,844,920,1091,1171,783,624,853,452,740,690,1522,1484,955,1563,1676,2549
STK39,361,268,241,867,518,903,2031,3335,1277,2526,2497,2487,544,519,808,708,1101,984,988,859,692,1280,243,1774
STK4,7987,6055,5759,6271,4120,6645,3549,5198,2156,4306,4743,4568,4171,3925,5678,2766,4225,3585,2045,1748,1511,2483,2959,3485
STK4-DT,46,18,35,43,20,17,42,47,16,22,20,23,34,61,56,32,39,38,25,27,25,12,25,24
STK40,5928,4302,4112,4725,3112,4348,4045,4655,1727,3389,2759,2831,3908,3879,5729,2623,4228,5211,4051,3108,3994,3209,1921,2949
STKLD1,635,456,524,81,38,87,167,213,295,260,229,259,163,146,239,227,241,166,266,246,326,166,240,211
STMN1,6295,4059,3714,26093,14983,24110,7799,8751,3980,10862,8166,8201,6847,6245,10709,10932,12263,12095,1297,935,856,8649,2295,8590
STMN2,2,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
STMN3,730,569,897,1367,795,1122,1053,1243,223,1212,791,794,2875,2744,3661,1380,3453,4061,3371,2874,3460,2564,3553,2346
STMN4,3,0,2,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,0,1,1,1,2,0
STMND1,7,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
STMP1,5127,3808,4237,5231,2447,3419,2823,3244,1216,2318,1842,1838,4016,3895,4852,2760,3094,3080,1519,1118,1145,2270,973,2396
STN1,1194,995,852,2288,1017,1534,775,917,534,713,610,636,519,473,720,447,991,1055,607,492,506,572,741,565
STOM,14036,10250,11322,11009,6096,9115,11226,12821,16713,16115,16093,15193,3058,3347,3961,2800,4107,3669,4905,4107,3973,12725,5215,13160
STOML1,1481,973,1079,1112,627,918,1082,1397,1856,1127,775,761,703,692,787,354,629,761,1054,895,961,1094,697,1082
STOML2,18601,13245,13713,21649,13621,21746,13541,15655,5417,11153,8705,8589,7324,7057,9032,8095,10239,10864,5517,4059,4993,13608,6110,11308
STOML3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0
STON1,1101,934,861,148,83,175,240,350,236,152,214,277,1609,1443,2174,335,521,329,2018,1798,1361,87,533,131
STON1-GTF2A1L,5,3,8,8,0,1,7,2,4,4,7,0,2,3,12,2,0,4,8,12,12,0,10,0
STON2,1643,1501,1733,73,52,59,125,210,39,225,236,243,36,54,60,226,352,298,30,25,10,189,70,306
STOX1,0,3,2,15,12,17,8,16,12,14,27,33,63,52,55,84,149,130,81,54,47,46,8,76
STOX2,474,417,278,98,47,104,18,49,11,1,0,2,50,56,69,13,14,12,559,707,538,688,1378,1499
STPG1,750,621,655,974,292,480,374,360,102,354,256,335,398,414,573,232,374,431,1203,932,970,1010,758,1080
STPG2,10,7,3,1,0,0,4,6,7,5,8,1,3,9,7,3,1,1,22,23,8,4,19,6
STPG2-AS1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0
STPG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STPG3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STPG4,2,1,2,0,0,0,1,3,2,6,6,3,2,4,7,7,3,2,1,2,1,7,2,0
STRA6,1840,1540,1320,2779,968,888,23,36,0,11,2,3,0,1,0,1,22,30,0,0,0,13,5,18
STRA8,5,0,2,0,0,0,0,0,3,0,0,1,5,4,5,4,3,2,2,0,2,0,3,6
STRADA,2924,2311,2427,2476,1370,1989,1737,2369,1496,1985,1496,1542,1907,1934,2667,1167,1709,1718,1878,1766,1933,1584,1497,1568
STRADB,1012,760,708,1128,562,948,3866,4308,2682,4136,3880,3677,3070,2717,3706,1935,2293,2008,3318,2578,2489,3747,1373,4088
STRAP,23884,16568,17884,24565,16145,24704,10694,11181,3103,10312,8965,8728,6833,6494,9457,6411,8306,8628,5147,4083,3823,9539,5332,10407
STRBP,2407,2033,1792,1746,1166,1918,1352,2411,933,1505,1885,1746,2040,1834,2575,2031,2690,2320,364,331,295,355,229,498
STRC,5,3,3,0,0,6,15,6,36,11,7,10,33,58,74,36,37,24,133,104,147,5,16,1
STRCP1,0,3,2,0,0,0,0,3,20,0,2,1,23,27,39,30,28,27,79,103,102,1,29,1
STRIP1,3246,2521,2448,2788,2080,2964,2677,2932,1870,1809,1739,1563,2461,2406,3298,1497,1988,2088,5375,5115,5816,4012,2556,3845
STRIP2,2865,2121,3324,777,534,889,1108,1585,1019,1989,2441,2437,988,930,1236,1127,1873,1611,1429,1310,1260,2040,460,3220
STRIT1,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STRN,2192,2070,1989,2802,2078,3728,1623,3324,1059,1587,2525,2689,1790,1802,2546,1291,2674,2416,1701,1862,1265,1786,2332,3922
